   Тип файловой системы cramfs, которая представляет собой сжатый только для чтения файловой системы Linux, встроенных в маленькие  системы следа. Образ cramfs, которая может быть использована без предварительной распаковки  изображения.    ;   Удаление поддержка типов ненужных файловая система уменьшает количество атак  сервер. Если этот тип файловой системы не требуется, отключите его.       
   В freevxfs тип файловой системы-это бесплатная версия файловой системы Веритас типа. Это  основной тип файловой системы на HP-UX в операционных системах.    ;   Удаление поддержка типов ненужных файловая система уменьшает количество атак  системы. Если этот тип файловой системы не требуется, отключите его.    
   В а JFFS2 (файловая система журналируемая вспышки 2) тип файловой системы-это журнал-используют структурированную файловую систему  в устройствах флэш-памяти.    ;   Удаление поддержка типов ненужных файловая система уменьшает количество атак  системы. Если этот тип файловой системы не требуется, отключите его.    
   Файловую систему HFS тип файловой системы представляет собой иерархическую файловую систему, которая позволяет подключать Mac ОС  файловые системы.    ;   Удаление поддержка типов ненужных файловая система уменьшает количество атак  системы. Если этот тип файловой системы не требуется, отключите его.    
   Тип файловой системы hfsplus-это иерархическая файловая система, призванная заменить систему HFS, которая позволяет  вы для монтирования файловых систем ОС Mac.    ;   Удаление поддержка типов ненужных файловая система уменьшает количество атак  системы. Если этот тип файловой системы не требуется, отключите его.    
   Тип файловой системы UDF-универсальный формат дисков используется для реализации ИСО/МЭК 13346 и  В ECMA-167 технические характеристики. Это открытый тип файловой системы поставщика для хранения данных на  широкий спектр средств массовой информации. Этот тип файловой системы, необходимые для поддержки записи DVD-дисков и новее  форматы оптических дисков.    ;   Удаление поддержка типов ненужных файловая система уменьшает количество атак  системы. Если этот тип файловой системы не требуется, отключите его.    
   Каталог /tmp является мировым каталога для записи, используемых для временного хранения все пользователи  и некоторые приложения.    ;   Поскольку каталог /tmp предназначен, чтобы быть доступным для записи, существует риск ресурсе  истощения, если он не привязан к отдельной секции. Кроме того, выполнение в /tmp в отдельный файл  система позволяет администратору установить параметр с параметром noexec на горе, делать в /tmp бесполезно  злоумышленнику установить исполняемый код. Это также позволит предотвратить  устанавливая жесткую связь с setuid программой системы и ждать его, чтобы быть обновлены. Как только  была обновлена программа, жесткой связи будет нарушен, и он может иметь свою собственную  копия программы. Если программа была уязвимость, злоумышленник  может продолжать использовать известный недостаток.    
   Возможность монтирования nodev указывает, что файловая система не может содержать специальных устройств.    ;   Поскольку файловая система /tmp не предназначен для поддержки устройств, установите эту опцию, чтобы убедиться, что  пользователи не могут попытаться создать блок или характера специальных устройств в /tmp.    
   Опцией nosuid монтирование указывает, что файловая система не может содержать файлов с setuid.    ;   Поскольку файловая система в /tmp предназначен только для временного хранения файлов, установите эту опцию, чтобы  убедитесь, что пользователи не могут создавать файлы setuid файлы в /tmp.    
   Каталог /var используется демоны и другие системные службы для временного хранения  динамических данных. Некоторые каталоги, созданные этими процессами может быть доступен на запись.    ;   Поскольку каталог может содержать всемирно-записываемые файлы и каталоги, есть риск  истощения ресурсов, если она не привязана к отдельным разделом.    
   Каталог /var/tmp-это мир-каталога для записи, используемых для временного хранения всех  пользователей и некоторых приложениях.    ;   Поскольку каталог /var/tmp это предназначается, чтобы быть доступным для записи, существует риск ресурсе  истощения, если он не привязан к отдельной секции. Кроме того, выполнение в /var/tmp в собственных  файловая система позволяет администратору установить параметр с параметром noexec на горе, что делает  /ВАР/ТМП бесполезно для злоумышленника, чтобы установить исполняемый код. Это также препятствовало бы тому, чтобы  злоумышленнику устанавливать жесткую связь с системой setuid программой и ждать его, чтобы быть  обновлено. После того как программа была обновлена, в жесткой связи будет нарушен, и злоумышленник  бы иметь свою собственную копию программы. Если программа была безопасности  уязвимость, злоумышленник может продолжать использовать известный недостаток.    
   Возможность монтирования nodev указывает, что файловая система не может содержать специальных устройств.    ;   Поскольку файловая система /var/tmp не предназначен для поддержки устройств, установите этот параметр, чтобы обеспечить  что пользователи не могут попытаться создать блок или характера специальных устройств в /var/tmp в.    
   Опцией nosuid монтирование указывает, что файловая система не может содержать файлов с setuid.    ;   Поскольку файловая система /var/tmp-это предназначенное только для хранения временных файлов, установите эту опцию, чтобы  убедитесь, что пользователи не могут создавать файлы setuid файлы в /var/tmp в.    
   Возможность монтирования с параметром noexec указывает, что файловая система не может содержать исполняемые двоичные файлы.    ;   Поскольку файловая система /var/tmp-это предназначенное только для хранения временных файлов, установите эту опцию, чтобы  убедитесь, что пользователи не могут запускать исполняемые файлы из /var/tmp в.    
   Каталог /var/log используется системой сервисов для хранения данных журнала.    ;   Есть две важные причины, чтобы убедиться, что системные журналы хранятся на отдельном  раздел: Защита от исчерпания ресурсов (так как журналы могут вырасти довольно большими) и  защита данных аудита.    
   Аудит демон, демонов auditd, журнал сохраняет данные в файл /var/журнал/аудит каталог.    ;   Есть две важные причины для того, чтобы данные, собранные демонов auditd хранится на  отдельный раздел: Защита от исчерпания ресурсов (после проведения ревизии.файл журнала может  вырастают довольно крупными) и защиты данных аудита. Аудит демон вычислит, сколько свободного  пространство слева и выполняет действия в зависимости от результатов. Если другие процессы (такие как syslog)  занимают место в той же секции, что демонов auditd, он не может выполнять по желанию.    
   Домашний каталог /используется для поддержки потребностей дискового пространства локальных пользователей.    ;   Если система предназначена для поддержки локальных пользователей, создать отдельный раздел для /дома  справочник по защите от истощения ресурсов и ограничить тип файлов, которые могут быть  хранятся в /Home.    
   Возможность монтирования nodev указывает, что файловая система не может содержать специальных устройств.    ;   Поскольку пользователь перегородки не предназначены для поддержки устройств, установите эту опцию, чтобы убедиться, что  пользователи не могут попытаться создать блок или характера специальных устройств.    
   Возможность монтирования nodev указывает, что файловая система не может содержать специальных устройств.    ;   Так как /запустить файловой системы/ШМ не предназначен для поддержки устройств, установите этот параметр, чтобы обеспечить  что пользователи не могут попытаться создать специальные устройства в /dev разделы/ГИМ.    
   Вариант nosuidmount указывает, что файловая система не может содержать файлов с setuid.    ;   Установка этого параметра файловой системы предотвращает пользователей от введения льготных программ  на систему и позволит обычным пользователям выполнять их.    
   Возможность монтирования с параметром noexec указывает, что файловая система не может содержать исполняемые двоичные файлы.    ;   Установка этого параметра файловой системы позволяет пользователям программ от общего  памяти. Это отпугивает пользователей от введения потенциально вредоносного программного обеспечения в системе.    
   Возможность монтирования nodev указывает, что файловая система не может содержать специальных устройств.    ;   Съемный носитель, содержащий характер и блока специальных устройств могут быть использованы для  обойти контроль безопасности, позволяя обычным пользователям доступ к чувствительным устройством файлов  например, /dev/kmemor сырые разделы диска.    
   Опцией nosuid монтирование указывает, что файловая система не может содержать файлов с setuid.    ;   Установка этого параметра файловой системы предотвращает пользователей от введения льготных программ  на систему и позволит обычным пользователям выполнять их.    
   Возможность монтирования с параметром noexec указывает, что файловая система не может содержать исполняемые двоичные файлы.    ;   Установка этого параметра файловой системы позволяет пользователям программ от  съемный носитель. Это отпугивает пользователей от того, чтобы представить потенциально вредоносных  программного обеспечения в системе.    
   Установка липкий бит для каталогов позволяет пользователям удалять или  переименование файлов в этой директории, которые не принадлежат им.    ;   Эта функция предотвращает возможность удалять или переименовывать файлы в мире запись в каталог  (например, /tmp ), которые принадлежат другому пользователю.    
   autofs С позволяет автоматическое монтирование устройств, как правило, включая CD/DVD-дисков и USB-накопителей.    ;   С автомонтирование включено любой человек с физическим доступом может подключить USB-накопитель или диск  и его содержимое доступны в системе, даже если они не имеют разрешения, чтобы закрепить его  сами.    
   Системы должны иметь репозитории менеджер пакетов настроен, чтобы убедиться, что  последние патчи и обновления.    ;   Если репозитории системы пакета настроено важных патчей может и не быть  выявленные или хранилище-мошенник может ввести взломанного программного обеспечения.    
   Большинство менеджеров пакетов реализовать GPG-ключ подписи для проверки целостности пакета во время  установка.    ;   Важно, чтобы убедиться, что обновления получаются из допустимого источника для защиты от  спуфинг, что может привести к случайной установки вредоносных программ в системе.    
   Помощник делает снимок состояния файловой системы, включая изменения, разрешения и  хэши файлов, которые затем могут быть использованы для сравнения с текущим состоянием файловой системы  обнаружить изменения в системе.    ;   Путем наблюдения за состоянием файловой системы, используя скомпрометированные файлы могут быть обнаружены, чтобы предотвратить или ограничить  воздействия случайных или злонамеренных ошибок или измененные двоичные файлы.    
   Периодической проверки целостности файловой системы, необходимые для выявления изменений в файловую систему.    ;   Периодическая проверка файла позволяет системному администратору, чтобы определить, на регулярной основе, если  критические файлы были изменены несанкционированным образом.    
   Конфигурационный файл grub содержит информацию о параметрах загрузки и паролей для  варианты разблокировки загрузчика. Конфигурации grub обычно жратвы.cfg и хранятся в /boot/харч.    ;   Установка разрешений на чтение и запись для пользователя root только предотвращает не-root пользователям  видя параметры загрузки или изменяя их. Не-root пользователей, которые читают загрузки  параметры могут быть в состоянии выявить слабые места в безопасности при загрузке и уметь использовать  их.    
   Установив пароль загрузчика будет требовать, чтобы любой перезагрузки система должна войти  пароль, прежде чем он сможет установить командной строке Параметры загрузки    ;   Запрос пароля при загрузке после выполнения загрузчика предотвратить несанкционированный  пользователей от ввода параметров загрузки или изменения загрузочного раздела. Это предотвращает пользователей  от ослабления безопасности (например, выключение SELinux при загрузке).    
   Однопользовательский режим используется для восстановления, когда система обнаруживает проблему во время загрузки или  ручной выбор из бутлоадера.    ;   Требующие проверки подлинности в однопользовательском режиме предотвращает несанкционированный  перезагрузка системы в однопользовательском получить привилегии root без учетных данных.    
   Дамп памяти-это память исполняемой программы. Это обычно используется, чтобы определить  почему программа прерывается. Он также может быть использован для сбора конфиденциальной информации от ядра  файл. Система предоставляет возможность установить мягкое ограничение для дампов, но это может быть  переопределены пользователем.    ;   Устанавливая жестких ограничений на дампы запрет на переопределение пользователями мягкий переменной. Если сердечник  свалки необходимо рассмотреть вопрос об установлении ограничений для групп пользователей (см. Ограничения.конф(5) ). В  кроме того, установка ПФ.переменная suid_dumpable до 0 предотвратит программы setuid от  дамп ядра.    
   Последние процессоры в семье поддержка x86 возможность предотвратить выполнение кода на уровне  основа страницы памяти. В общем и на процессорах AMD, эта способность называется не выполнить  (ПХ), в то время как на процессорах Intel это называется выполнить отключить (хD). Эта способность может помочь  предотвращения эксплуатации уязвимости переполнения буфера и должна быть активирована каждый раз, когда  возможно. Дополнительные шаги должны быть сделаны, чтобы гарантировать, что эта защита включена, в частности, на  32-битных систем x86. Другие процессоры, такие как Itanium и мощности, включают в себя такие  поддержка с момента создания и стандартного ядра для этих платформ поддерживает функцию.    ;   Включение любого объекта, который можно защитить от атак переполнения буфера повышает безопасность  системы.    
   Структуру адресного пространства (ASLR) - это использовать технику смягчения, которая  случайным образом организует адресное пространство ключевые области данных процесса.    ;   В случайном порядке размещения виртуальных областей памяти будет трудно писать страницы памяти  подвиги как размещение памяти будет постоянно меняется.    
   механизм предварительного связывания-это программа, которая изменяет общей библиотеки эльф и эльфийка динамически связаны  бинарники таким образом, что время, необходимое для динамического компоновщика для выполнения переездов  при запуске значительно уменьшается.    ;   Функция предварительное связывание может мешать работе помощник, потому что он изменяет  бинарники. Предварительное связывание также может повысить уязвимость системы, если злонамеренный пользователь  способен к компромиссу библиотеки, такие как библиотеки libc.    
   Настройка SELinux Для быть включен во время загрузки системы и убедитесь, что он не был перезаписан  на жратву параметры загрузки.    ;   SELinux должен быть включен во время загрузки в конфигурации grub, чтобы убедиться, что  контролирует ее обеспечивает не переопределяется.    
   Установите SELinux для обеспечения при загрузке системы.    ;   SELinux должен быть включен во время загрузки, чтобы гарантировать, что элементы управления, которые она предоставляет, по сути  во все времена.    
   Настроить SELinux, которые соответствуют или превосходят по умолчанию целенаправленную политику, которая сдерживает демонов  и только системное программное обеспечение.    ;   Требования к конфигурации безопасности зависит от сайта. Некоторые сайты могут мандата  политики, что является более строгим, чем политика по умолчанию, вполне приемлемо. Этот пункт  призвана обеспечить, по крайней мере, рекомендации по умолчанию выполняются.    
   Демоны, которые не определены в политике SELinux будет наследовать контекст безопасности  родительский процесс.    ;   Поскольку демоны будут запущены и спуститься с Процесс init, они будут наследовать  контекст безопасности initrc_t метки. Это может привести к непредвиденным последствиям, давая  процесс больше разрешений, чем это требуется.    
   Настроить в AppArmor должен быть включен во время загрузки системы и убедитесь, что он не был перезаписан  на загрузчик параметры загрузки.    ;   В AppArmor должен быть включен во время загрузки в конфигурации загрузчика, чтобы убедиться, что  управления он обеспечивает не переопределяется.    
   Профили AppArmor определить, какие приложения ресурсов могут получить доступ.    ;   Требования к конфигурации безопасности зависит от сайта. Некоторые сайты могут мандата  политики, что является более строгим, чем политика по умолчанию, вполне приемлемо. Этот пункт  призвана обеспечить, чтобы любые меры, которые существуют в системе активизируются.    
   SELinux и в AppArmor обеспечить обязательный контроль доступа.    ;   Без обязательной системы контроля доступа устанавливаются только по умолчанию дискреционного доступа  Система управления будет доступна.    
   Содержание файла /etc/motd, его отображаются для пользователей после входа в систему и функции  сообщение дня для авторизованных пользователей.   Операционные системы Unix, как правило, отображается информация о выпуске операционной системы и исправления  уровень при входе в систему. Эта информация может быть полезной для разработчиков, которые  разработка программного обеспечения для конкретной платформы ОС. Если mingetty(8) поддерживает следующие  варианты отображения информации операционная система: \\м - автомат архитектуры \\Р -  операционная система-релиз \\с - операционная система название \\в - версии операционной системы    ;"   Предупреждающие сообщения информируют пользователей, которые пытаются войти в систему своих правовых  информация о системе и должен включать наименование организации, которая владеет  система и любой политик контроля, которые находятся в месте. Отображение операционной системы и исправления  информация в баннерах входа также имеет побочный эффект предоставляет подробную систему  информация для злоумышленников, пытающихся ориентироваться на конкретные подвиги систему. Авторизованные пользователи  можете легко получить эту информацию путем выполнения команды ""uname -команда"" после того, как они вошли  в.    "
   Содержание выпуска файл /etc/отображаются для пользователей до входа для локальных терминалов.   Операционные системы Unix, как правило, отображается информация о выпуске операционной системы и исправления  уровень при входе в систему. Эта информация может быть полезной для разработчиков, которые  разработка программного обеспечения для конкретной платформы ОС. Если mingetty(8) поддерживает следующие  варианты отображения информации операционная система: \\м - автомат архитектуры \\Р -  операционная система-релиз \\с - операционная система название \\в - версии операционной системы    ;"   Предупреждающие сообщения информируют пользователей, которые пытаются войти в систему своих правовых  информация о системе и должен включать наименование организации, которая владеет  система и любой политик контроля, которые находятся в месте. Отображение операционной системы и исправления  информация в баннерах входа также имеет побочный эффект предоставляет подробную систему  информация для злоумышленников, пытающихся ориентироваться на конкретные подвиги систему. Авторизованные пользователи  можете легко получить эту информацию путем выполнения команды ""uname -команда"" после того, как они вошли  в.    "
   Содержимое файла /etc/выпуск.чистый файл отображаются для пользователей до входа для дистанционного  соединения с настроенными службами.   Операционные системы Unix, как правило, отображается информация о выпуске операционной системы и исправления  уровень при входе в систему. Эта информация может быть полезной для разработчиков, которые  разработка программного обеспечения для конкретной платформы ОС. Если mingetty(8) поддерживает следующие  варианты отображения информации операционная система: \\м - автомат архитектуры \\Р -  операционная система-релиз \\с - операционная система название \\в - версии операционной системы    ;"   Предупреждающие сообщения информируют пользователей, которые пытаются войти в систему своих правовых  информация о системе и должен включать наименование организации, которая владеет  система и любой политик контроля, которые находятся в месте. Отображение операционной системы и исправления  информация в баннерах входа также имеет побочный эффект предоставляет подробную систему  информация для злоумышленников, пытающихся ориентироваться на конкретные подвиги систему. Авторизованные пользователи  можете легко получить эту информацию путем выполнения команды ""uname -команда"" после того, как они вошли  в.    "
   Содержание файла /etc/motd, его отображаются для пользователей после входа в систему и функции  сообщение дня для авторизованных пользователей.    ;   Если файл /etc/motd, его не имеет правильных собственности, он может быть изменен  несанкционированного доступа с некорректными или вводящими в заблуждение информация.    
